,s1_distance,s1_disturbance,s2_distance,s2_disturbance,s3_distance,s3_disturbance,age,YV_G_GFI,YV_G_GFT,YV_G_GR,YV_G_GF
Mean,12.564667061511127,5.265903569313333,14.391442350694403,9.296393619635857,11.483934262426521,12.943579144154489,16.368376182015236,28.411648080773897,81.83435568607452,41.91539309183356,110.24600376684832
Var,154.61990025851284,9.604680768802565,167.9392228959539,32.11918066522805,237.44250415139237,29.199429106898428,125.64101444668444,1170.986770516115,5680.3803630246775,4976.331204346927,5693.285129595307
