,s1_distance,s1_disturbance,s2_distance,s2_disturbance,s3_distance,s3_disturbance,source_age,source_YV_G_GFI,source_YV_G_GFT,source_YV_G_GR,source_YV_G_GF,target_distance,target_disturbance,target_age,target_YV_G_GFI,target_YV_G_GFT,target_YV_G_GR,target_YV_G_GF
Mean,14.280497758100285,4.2502921370854105,14.971197258327294,9.849371322767432,8.538593383788466,14.242562320729018,14.714899057927244,20.816566544900343,11.055737585671718,56.38978033865268,31.872304130572076,0.9397094739402181,15.162463724185312,14.775336484671069,20.65833912133862,10.920662562027815,56.65025006252822,31.579001683366467
Var,166.4076279555705,20.458966664729044,236.7401725132703,44.22695784081171,244.83242701172605,26.58804001703005,167.1491966375349,953.471525299726,1196.8702196300794,4299.919450866724,2327.971205901857,0.056655578527216664,11.386108872436793,170.62732561724283,934.9710075985131,1195.721414386796,4455.623697804045,2304.9892218882273
