juris_id,ecozone,canfi_species,genus,species,variety,a1,a2,a3,b1,b2,b3,c1,c2,c3,count
BC,12,1308,BETU,PAP,NEO,-1.3389560000,0.0008188000,-0.1233636000,-1.4142240000,-0.0010425000,-0.0376646000,-1.9589840000,-0.0002087000,-0.1861505000,10
BC,12,1314,BETU,OCC,,-1.3389560000,0.0008188000,-0.1233636000,-1.4142240000,-0.0010425000,-0.0376646000,-1.9589840000,-0.0002087000,-0.1861505000,10
BC,12,1400,ACER,SPP,,-1.2914540000,0.0000521000,-0.0756369000,-0.1016642000,0.0000650000,-0.2732753000,-0.8087489000,0.0001133000,-0.4255576000,36
BC,12,1403,ACER,MAC,,-1.2914540000,0.0000521000,-0.0756369000,-0.1016642000,0.0000650000,-0.2732753000,-0.8087489000,0.0001133000,-0.4255576000,36
BC,12,1420,ACER,CIR,,-1.2914540000,0.0000521000,-0.0756369000,-0.1016642000,0.0000650000,-0.2732753000,-0.8087489000,0.0001133000,-0.4255576000,36
BC,12,1500,GENH,SPP,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,12,1800,ALNU,SPP,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,12,1802,ALNU,RUB,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,12,2100,QUER,SPP,,-1.2914540000,0.0000521000,-0.0756369000,-0.1016642000,0.0000650000,-0.2732753000,-0.8087489000,0.0001133000,-0.4255576000,36
BC,12,2803,PRUN,EMA,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,12,3500,SALI,SPP,,-1.3791300000,-0.0010944000,-0.0191760000,-2.4192920000,-0.0062002000,0.3379308000,-2.0491020000,-0.0003680000,-0.0563004000,7
BC,12,3930,MALU,COR,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,12,3930,MALU,FUS,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,12,3930,MALU,SPP,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,13,100,PICE,SPP,,-2.4977030000,-0.0002585000,0.1273666000,-0.4288351000,-0.0002728000,-0.1650950000,-0.1637830000,0.0001047000,-0.2869107000,309
BC,13,101,PICE,MAR,,-1.7886790000,-0.0005962000,-0.0264113000,-1.6741990000,0.0002915000,-0.0613131000,-1.3492570000,-0.0008185000,-0.1412728000,20
BC,13,104,PICE,ENG,,-2.0289130000,-0.0015298000,0.0841842000,0.3589882000,0.0012850000,-0.3385534000,0.6383793000,0.0009080000,-0.5009379000,7
BC,13,104,PICE,ENG,GLA,-2.0289130000,-0.0015298000,0.0841842000,0.3589882000,0.0012850000,-0.3385534000,0.6383793000,0.0009080000,-0.5009379000,7
BC,13,105,PICE,GLA,,-1.3794210000,-0.0000011100,-0.1162814000,-0.3108952000,0.0000709000,-0.2501483000,0.3965391000,0.0000118000,-0.4898143000,264
BC,13,106,PICE,SIT,,-2.4977030000,-0.0002585000,0.1273666000,-0.4288351000,-0.0002728000,-0.1650950000,-0.1637830000,0.0001047000,-0.2869107000,309
BC,13,106,PICE,SIT,X,-2.4977030000,-0.0002585000,0.1273666000,-0.4288351000,-0.0002728000,-0.1650950000,-0.1637830000,0.0001047000,-0.2869107000,309
BC,13,111,PICE,LUT,X,-1.3794210000,-0.0000011100,-0.1162814000,-0.3108952000,0.0000709000,-0.2501483000,0.3965391000,0.0000118000,-0.4898143000,264
BC,13,111,PICE,LUT,,-1.3794210000,-0.0000011100,-0.1162814000,-0.3108952000,0.0000709000,-0.2501483000,0.3965391000,0.0000118000,-0.4898143000,264
BC,13,200,PINU,SPP,,-1.6255680000,0.0000708000,-0.1098465000,-0.7530977000,0.0003481000,-0.2450257000,-0.8479053000,0.0001846000,-0.3120772000,241
BC,13,201,PINU,MON,,-0.9777701000,0.0002829000,-0.2001038000,0.8228506000,0.0005477000,-0.4553019000,1.0344140000,0.0004900000,-0.5955763000,104
BC,13,203,PINU,BAN,,-1.6255680000,0.0000708000,-0.1098465000,-0.7530977000,0.0003481000,-0.2450257000,-0.8479053000,0.0001846000,-0.3120772000,241
BC,13,204,PINU,CON,,-1.6255680000,0.0000708000,-0.1098465000,-0.7530977000,0.0003481000,-0.2450257000,-0.8479053000,0.0001846000,-0.3120772000,241
BC,13,204,PINU,CON,LAT,-1.6255680000,0.0000708000,-0.1098465000,-0.7530977000,0.0003481000,-0.2450257000,-0.8479053000,0.0001846000,-0.3120772000,241
BC,13,205,PINU,CON,CON,-1.6255680000,0.0000708000,-0.1098465000,-0.7530977000,0.0003481000,-0.2450257000,-0.8479053000,0.0001846000,-0.3120772000,241
BC,13,206,PINU,ALB,,-1.3088310000,0.0003756000,-0.1644074000,1.0300350000,0.0004177000,-0.4626010000,1.0542530000,0.0004233000,-0.5699740000,107
BC,13,208,PINU,PON,,-1.4182480000,0.0000222000,-0.1709247000,0.3766384000,0.0008121000,-0.4662328000,0.1169306000,0.0007167000,-0.5197955000,273
BC,13,213,PINU,FLE,,-1.3088310000,0.0003756000,-0.1644074000,1.0300350000,0.0004177000,-0.4626010000,1.0542530000,0.0004233000,-0.5699740000,107
BC,13,300,ABIE,SPP,,-1.5564720000,0.0000530000,-0.0613843000,0.0074748000,-0.0001224000,-0.2511565000,0.2122339000,-0.0001344000,-0.3075333000,1215
BC,13,301,ABIE,AMA,,-1.5564720000,0.0000530000,-0.0613843000,0.0074748000,-0.0001224000,-0.2511565000,0.2122339000,-0.0001344000,-0.3075333000,1215
BC,13,302,ABIE,BAL,,-1.4952760000,0.0001138000,-0.0626243000,-0.2734293000,0.0006056000,-0.1941120000,-0.1581862000,0.0003785000,-0.3196310000,48
BC,13,303,ABIE,GRA,,-1.7891990000,0.0000945000,-0.0233683000,2.7943900000,0.0006318000,-0.7697625000,6.4904580000,0.0016212000,-1.5177660000,11
BC,13,304,ABIE,LAS,,-1.4952760000,0.0001138000,-0.0626243000,-0.2734293000,0.0006056000,-0.1941120000,-0.1581862000,0.0003785000,-0.3196310000,48
BC,13,308,ABIE,BIF,,-1.4952760000,0.0001138000,-0.0626243000,-0.2734293000,0.0006056000,-0.1941120000,-0.1581862000,0.0003785000,-0.3196310000,48
BC,13,400,TSUG,SPP,,-1.7949970000,-0.0000422000,-0.0073855000,0.3521001000,-0.0001529000,-0.3092179000,0.4897386000,-0.0002694000,-0.4412296000,5497
BC,13,402,TSUG,HET,,-1.7949970000,-0.0000422000,-0.0073855000,0.3521001000,-0.0001529000,-0.3092179000,0.4897386000,-0.0002694000,-0.4412296000,5497
BC,13,403,TSUG,MER,,-1.3553130000,-0.0000877000,-0.0562639000,-0.7356065000,-0.0002679000,-0.1412750000,0.3233419000,0.0002344000,-0.4297209000,104
BC,13,404,TSUG,MER,HET,-1.3553130000,-0.0000877000,-0.0562639000,-0.7356065000,-0.0002679000,-0.1412750000,0.3233419000,0.0002344000,-0.4297209000,104
BC,13,500,PSEU,MEN,,-1.2448770000,-0.0000193000,-0.0728796000,-0.0248945000,-0.0001724000,-0.2091615000,0.2900703000,-0.0003808000,-0.3410254000,2398
BC,13,500,PSEU,MEN,MEN,-1.2448770000,-0.0000193000,-0.0728796000,-0.0248945000,-0.0001724000,-0.2091615000,0.2900703000,-0.0003808000,-0.3410254000,2398
BC,13,500,PSEU,MEN,GLA,-1.2448770000,-0.0000193000,-0.0728796000,-0.0248945000,-0.0001724000,-0.2091615000,0.2900703000,-0.0003808000,-0.3410254000,2398
BC,13,500,PSEU,SPP,,-1.2448770000,-0.0000193000,-0.0728796000,-0.0248945000,-0.0001724000,-0.2091615000,0.2900703000,-0.0003808000,-0.3410254000,2398
BC,13,600,LARI,SPP,,-2.3472960000,-0.0000381000,0.0676977000,-1.7618530000,-0.0001164000,-0.0610369000,-1.9404560000,-0.0001281000,-0.1359998000,633
BC,13,602,LARI,LAR,,-2.3472960000,-0.0000381000,0.0676977000,-1.7618530000,-0.0001164000,-0.0610369000,-1.9404560000,-0.0001281000,-0.1359998000,633
BC,13,603,LARI,OCC,,-2.3472960000,-0.0000381000,0.0676977000,-1.7618530000,-0.0001164000,-0.0610369000,-1.9404560000,-0.0001281000,-0.1359998000,633
BC,13,604,LARI,LYA,,-2.3472960000,-0.0000381000,0.0676977000,-1.7618530000,-0.0001164000,-0.0610369000,-1.9404560000,-0.0001281000,-0.1359998000,633
BC,13,700,THUJ,SPP,,-0.6427670000,0.0003686000,-0.2373158000,0.2735400000,-0.0000154000,-0.2856494000,0.4455881000,-0.0001440000,-0.4273538000,2353
BC,13,702,THUJ,PLI,,-0.6427670000,0.0003686000,-0.2373158000,0.2735400000,-0.0000154000,-0.2856494000,0.4455881000,-0.0001440000,-0.4273538000,2353
BC,13,901,TAXU,BRE,,-0.6427670000,0.0003686000,-0.2373158000,0.2735400000,-0.0000154000,-0.2856494000,0.4455881000,-0.0001440000,-0.4273538000,2353
BC,13,1000,CHAM,SPP,,0.1816843000,0.0005720000,-0.4332369000,1.7120820000,0.0004840000,-0.6285218000,2.2598130000,0.0007133000,-0.8135678000,299
BC,13,1001,CHAM,NOO,,0.1816843000,0.0005720000,-0.4332369000,1.7120820000,0.0004840000,-0.6285218000,2.2598130000,0.0007133000,-0.8135678000,299
BC,13,1100,GENC,SPP,,-1.7949970000,-0.0000422000,-0.0073855000,0.3521001000,-0.0001529000,-0.3092179000,0.4897386000,-0.0002694000,-0.4412296000,5497
BC,13,1200,POPU,SPP,,-0.4687159000,0.0000446000,-0.2582633000,-1.2600870000,0.0000262000,-0.0868004000,-0.4194222000,0.0004244000,-0.5590838000,137
BC,13,1201,POPU,TRE,,-1.3161270000,-0.0002972000,-0.0564401000,-1.8109520000,-0.0010492000,0.0209900000,-2.0863080000,-0.0011236000,-0.1464488000,80
BC,13,1203,POPU,BAL,,-0.4687159000,0.0000446000,-0.2582633000,-1.2600870000,0.0000262000,-0.0868004000,-0.4194222000,0.0004244000,-0.5590838000,137
BC,13,1203,POPU,BAL,BAL,-0.4687159000,0.0000446000,-0.2582633000,-1.2600870000,0.0000262000,-0.0868004000,-0.4194222000,0.0004244000,-0.5590838000,137
BC,13,1204,POPU,TRI,,-0.4687159000,0.0000446000,-0.2582633000,-1.2600870000,0.0000262000,-0.0868004000,-0.4194222000,0.0004244000,-0.5590838000,137
BC,13,1300,BETU,SPP,,-1.7334540000,-0.0005786000,0.0123067000,-1.2537440000,-0.0004228000,-0.0585442000,-0.5131046000,0.0011113000,-0.4724806000,49
BC,13,1303,BETU,PAP,,-1.7334540000,-0.0005786000,0.0123067000,-1.2537440000,-0.0004228000,-0.0585442000,-0.5131046000,0.0011113000,-0.4724806000,49
BC,13,1303,BETU,PAP,PAP,-1.7334540000,-0.0005786000,0.0123067000,-1.2537440000,-0.0004228000,-0.0585442000,-0.5131046000,0.0011113000,-0.4724806000,49
BC,13,1305,BETU,ALA,,-1.7334540000,-0.0005786000,0.0123067000,-1.2537440000,-0.0004228000,-0.0585442000,-0.5131046000,0.0011113000,-0.4724806000,49
BC,13,1305,BETU,NEO,,-1.7334540000,-0.0005786000,0.0123067000,-1.2537440000,-0.0004228000,-0.0585442000,-0.5131046000,0.0011113000,-0.4724806000,49
BC,13,1308,BETU,PAP,NEO,-1.7334540000,-0.0005786000,0.0123067000,-1.2537440000,-0.0004228000,-0.0585442000,-0.5131046000,0.0011113000,-0.4724806000,49
BC,13,1314,BETU,OCC,,-1.7334540000,-0.0005786000,0.0123067000,-1.2537440000,-0.0004228000,-0.0585442000,-0.5131046000,0.0011113000,-0.4724806000,49
BC,13,1400,ACER,SPP,,-1.2914540000,0.0000521000,-0.0756369000,-0.1016642000,0.0000650000,-0.2732753000,-0.8087489000,0.0001133000,-0.4255576000,36
BC,13,1403,ACER,MAC,,-1.2914540000,0.0000521000,-0.0756369000,-0.1016642000,0.0000650000,-0.2732753000,-0.8087489000,0.0001133000,-0.4255576000,36
BC,13,1420,ACER,CIR,,-1.2914540000,0.0000521000,-0.0756369000,-0.1016642000,0.0000650000,-0.2732753000,-0.8087489000,0.0001133000,-0.4255576000,36
BC,13,1500,GENH,SPP,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,13,1800,ALNU,SPP,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,13,1802,ALNU,RUB,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,13,2100,QUER,SPP,,-1.2914540000,0.0000521000,-0.0756369000,-0.1016642000,0.0000650000,-0.2732753000,-0.8087489000,0.0001133000,-0.4255576000,36
BC,13,2103,QUER,GAR,,-1.7334540000,-0.0005786000,0.0123067000,-1.2537440000,-0.0004228000,-0.0585442000,-0.5131046000,0.0011113000,-0.4724806000,49
BC,13,2803,PRUN,EMA,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,13,3300,ARBU,MEN,,-1.7334540000,-0.0005786000,0.0123067000,-1.2537440000,-0.0004228000,-0.0585442000,-0.5131046000,0.0011113000,-0.4724806000,49
BC,13,3300,ARBU,SPP,,-1.7334540000,-0.0005786000,0.0123067000,-1.2537440000,-0.0004228000,-0.0585442000,-0.5131046000,0.0011113000,-0.4724806000,49
BC,13,3500,SALI,SPP,,-1.3791300000,-0.0010944000,-0.0191760000,-2.4192920000,-0.0062002000,0.3379308000,-2.0491020000,-0.0003680000,-0.0563004000,7
BC,13,3930,MALU,COR,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,13,3930,MALU,FUS,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,13,3930,MALU,SPP,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,14,100,PICE,SPP,,-1.6684030000,0.0000041200,-0.0672941000,-0.9870448000,-0.0001072000,-0.1228512000,-0.3633093000,-0.0000417000,-0.3397062000,293
BC,14,101,PICE,MAR,,-1.7886790000,-0.0005962000,-0.0264113000,-1.6741990000,0.0002915000,-0.0613131000,-1.3492570000,-0.0008185000,-0.1412728000,20
BC,14,104,PICE,ENG,,-1.2772830000,-0.0000631000,-0.1333734000,-0.1280963000,-0.0003631000,-0.1939218000,0.0996891000,-0.0001484000,-0.3599150000,823
BC,14,104,PICE,ENG,GLA,-1.2772830000,-0.0000631000,-0.1333734000,-0.1280963000,-0.0003631000,-0.1939218000,0.0996891000,-0.0001484000,-0.3599150000,823
BC,14,105,PICE,GLA,,-1.3642890000,0.0000349000,-0.1242236000,-0.4143255000,-0.0000690000,-0.2443102000,0.1036483000,-0.0001692000,-0.4253573000,6480
BC,14,106,PICE,SIT,,-2.4977030000,-0.0002585000,0.1273666000,-0.4288351000,-0.0002728000,-0.1650950000,-0.1637830000,0.0001047000,-0.2869107000,309
BC,14,106,PICE,SIT,X,-2.4977030000,-0.0002585000,0.1273666000,-0.4288351000,-0.0002728000,-0.1650950000,-0.1637830000,0.0001047000,-0.2869107000,309
BC,14,111,PICE,LUT,X,-1.3642890000,0.0000349000,-0.1242236000,-0.4143255000,-0.0000690000,-0.2443102000,0.1036483000,-0.0001692000,-0.4253573000,6480
BC,14,111,PICE,LUT,,-1.3642890000,0.0000349000,-0.1242236000,-0.4143255000,-0.0000690000,-0.2443102000,0.1036483000,-0.0001692000,-0.4253573000,6480
BC,14,200,PINU,SPP,,-1.7852320000,-0.0001723000,-0.0826190000,-1.3799280000,-0.0006176000,-0.1123856000,-1.3399510000,-0.0006020000,-0.2137510000,10701
BC,14,201,PINU,MON,,-0.9777701000,0.0002829000,-0.2001038000,0.8228506000,0.0005477000,-0.4553019000,1.0344140000,0.0004900000,-0.5955763000,104
BC,14,203,PINU,BAN,,-1.7852320000,-0.0001723000,-0.0826190000,-1.3799280000,-0.0006176000,-0.1123856000,-1.3399510000,-0.0006020000,-0.2137510000,10701
BC,14,204,PINU,CON,,-1.7852320000,-0.0001723000,-0.0826190000,-1.3799280000,-0.0006176000,-0.1123856000,-1.3399510000,-0.0006020000,-0.2137510000,10701
BC,14,204,PINU,CON,LAT,-1.7852320000,-0.0001723000,-0.0826190000,-1.3799280000,-0.0006176000,-0.1123856000,-1.3399510000,-0.0006020000,-0.2137510000,10701
BC,14,206,PINU,ALB,,-1.3088310000,0.0003756000,-0.1644074000,1.0300350000,0.0004177000,-0.4626010000,1.0542530000,0.0004233000,-0.5699740000,107
BC,14,208,PINU,PON,,-1.4182480000,0.0000222000,-0.1709247000,0.3766384000,0.0008121000,-0.4662328000,0.1169306000,0.0007167000,-0.5197955000,273
BC,14,213,PINU,FLE,,-1.3088310000,0.0003756000,-0.1644074000,1.0300350000,0.0004177000,-0.4626010000,1.0542530000,0.0004233000,-0.5699740000,107
BC,14,300,ABIE,SPP,,-1.3124070000,0.0001252000,-0.1073977000,0.1459929000,0.0001743000,-0.2695429000,0.1067876000,-0.0001153000,-0.3514152000,6125
BC,14,301,ABIE,AMA,,-1.3124070000,0.0001252000,-0.1073977000,0.1459929000,0.0001743000,-0.2695429000,0.1067876000,-0.0001153000,-0.3514152000,6125
BC,14,302,ABIE,BAL,,-1.3124070000,0.0001252000,-0.1073977000,0.1459929000,0.0001743000,-0.2695429000,0.1067876000,-0.0001153000,-0.3514152000,6125
BC,14,303,ABIE,GRA,,-1.3124070000,0.0001252000,-0.1073977000,0.1459929000,0.0001743000,-0.2695429000,0.1067876000,-0.0001153000,-0.3514152000,6125
BC,14,304,ABIE,LAS,,-1.3124070000,0.0001252000,-0.1073977000,0.1459929000,0.0001743000,-0.2695429000,0.1067876000,-0.0001153000,-0.3514152000,6125
BC,14,308,ABIE,BIF,,-1.3124070000,0.0001252000,-0.1073977000,0.1459929000,0.0001743000,-0.2695429000,0.1067876000,-0.0001153000,-0.3514152000,6125
BC,14,400,TSUG,SPP,,-1.5063660000,0.0001370000,-0.0685096000,0.0678531000,-0.0002786000,-0.2519560000,0.2780956000,-0.0007954000,-0.3842847000,1952
BC,14,402,TSUG,HET,,-1.5063660000,0.0001370000,-0.0685096000,0.0678531000,-0.0002786000,-0.2519560000,0.2780956000,-0.0007954000,-0.3842847000,1952
BC,14,403,TSUG,MER,,-1.7524750000,-0.0001423000,0.0141545000,-1.7619800000,-0.0004120000,0.0461702000,-1.4681370000,-0.0003019000,-0.1317877000,31
BC,14,404,TSUG,MER,HET,-1.7524750000,-0.0001423000,0.0141545000,-1.7619800000,-0.0004120000,0.0461702000,-1.4681370000,-0.0003019000,-0.1317877000,31
BC,14,500,PSEU,MEN,,-1.4032520000,0.0000476000,-0.0629483000,-0.3861517000,0.0001132000,-0.1950155000,-0.1168080000,0.0000817000,-0.3352757000,7492
BC,14,500,PSEU,MEN,MEN,-1.4032520000,0.0000476000,-0.0629483000,-0.3861517000,0.0001132000,-0.1950155000,-0.1168080000,0.0000817000,-0.3352757000,7492
BC,14,500,PSEU,MEN,GLA,-1.4032520000,0.0000476000,-0.0629483000,-0.3861517000,0.0001132000,-0.1950155000,-0.1168080000,0.0000817000,-0.3352757000,7492
BC,14,500,PSEU,SPP,,-1.4032520000,0.0000476000,-0.0629483000,-0.3861517000,0.0001132000,-0.1950155000,-0.1168080000,0.0000817000,-0.3352757000,7492
BC,14,600,LARI,SPP,,-2.3472960000,-0.0000381000,0.0676977000,-1.7618530000,-0.0001164000,-0.0610369000,-1.9404560000,-0.0001281000,-0.1359998000,633
BC,14,602,LARI,LAR,,-2.3472960000,-0.0000381000,0.0676977000,-1.7618530000,-0.0001164000,-0.0610369000,-1.9404560000,-0.0001281000,-0.1359998000,633
BC,14,603,LARI,OCC,,-2.3472960000,-0.0000381000,0.0676977000,-1.7618530000,-0.0001164000,-0.0610369000,-1.9404560000,-0.0001281000,-0.1359998000,633
BC,14,604,LARI,LYA,,-2.3472960000,-0.0000381000,0.0676977000,-1.7618530000,-0.0001164000,-0.0610369000,-1.9404560000,-0.0001281000,-0.1359998000,633
BC,14,700,THUJ,SPP,,-0.8209704000,0.0002832000,-0.2011756000,-0.0666428000,0.0001501000,-0.2641068000,0.2157050000,-0.0000011700,-0.4260966000,1904
BC,14,702,THUJ,PLI,,-0.8209704000,0.0002832000,-0.2011756000,-0.0666428000,0.0001501000,-0.2641068000,0.2157050000,-0.0000011700,-0.4260966000,1904
BC,14,901,TAXU,BRE,,-0.8209704000,0.0002832000,-0.2011756000,-0.0666428000,0.0001501000,-0.2641068000,0.2157050000,-0.0000011700,-0.4260966000,1904
BC,14,1000,CHAM,SPP,,0.1816843000,0.0005720000,-0.4332369000,1.7120820000,0.0004840000,-0.6285218000,2.2598130000,0.0007133000,-0.8135678000,299
BC,14,1001,CHAM,NOO,,0.1816843000,0.0005720000,-0.4332369000,1.7120820000,0.0004840000,-0.6285218000,2.2598130000,0.0007133000,-0.8135678000,299
BC,14,1100,GENC,SPP,,-1.3642890000,0.0000349000,-0.1242236000,-0.4143255000,-0.0000690000,-0.2443102000,0.1036483000,-0.0001692000,-0.4253573000,6480
BC,14,1150,UNKN,SPP,,-1.4012520000,0.0002992000,-0.1231799000,-0.5623339000,0.0001649000,-0.2080012000,-0.5551928000,-0.0002592000,-0.2865312000,35836
BC,14,1200,POPU,SPP,,-1.2852610000,-0.0000710000,-0.0751377000,-1.5016290000,-0.0005120000,-0.0580218000,-1.9064800000,-0.0005612000,-0.1764554000,1044
BC,14,1201,POPU,TRE,,-1.2852610000,-0.0000710000,-0.0751377000,-1.5016290000,-0.0005120000,-0.0580218000,-1.9064800000,-0.0005612000,-0.1764554000,1044
BC,14,1203,POPU,BAL,,-0.3144638000,0.0001698000,-0.2966307000,-0.3637494000,0.0005522000,-0.2570462000,0.1022877000,0.0000069900,-0.5948194000,143
BC,14,1203,POPU,BAL,BAL,-0.3144638000,0.0001698000,-0.2966307000,-0.3637494000,0.0005522000,-0.2570462000,0.1022877000,0.0000069900,-0.5948194000,143
BC,14,1204,POPU,TRI,,-0.3144638000,0.0001698000,-0.2966307000,-0.3637494000,0.0005522000,-0.2570462000,0.1022877000,0.0000069900,-0.5948194000,143
BC,14,1300,BETU,SPP,,-1.5451350000,-0.0001984000,-0.0383172000,-0.9938384000,0.0002226000,-0.1400569000,-1.2377370000,-0.0002801000,-0.2570242000,295
BC,14,1303,BETU,PAP,PAP,-1.5451350000,-0.0001984000,-0.0383172000,-0.9938384000,0.0002226000,-0.1400569000,-1.2377370000,-0.0002801000,-0.2570242000,295
BC,14,1303,BETU,PAP,,-1.5451350000,-0.0001984000,-0.0383172000,-0.9938384000,0.0002226000,-0.1400569000,-1.2377370000,-0.0002801000,-0.2570242000,295
BC,14,1305,BETU,ALA,,-1.5451350000,-0.0001984000,-0.0383172000,-0.9938384000,0.0002226000,-0.1400569000,-1.2377370000,-0.0002801000,-0.2570242000,295
BC,14,1305,BETU,NEO,,-1.5451350000,-0.0001984000,-0.0383172000,-0.9938384000,0.0002226000,-0.1400569000,-1.2377370000,-0.0002801000,-0.2570242000,295
BC,14,1308,BETU,PAP,NEO,-1.5451350000,-0.0001984000,-0.0383172000,-0.9938384000,0.0002226000,-0.1400569000,-1.2377370000,-0.0002801000,-0.2570242000,295
BC,14,1314,BETU,OCC,,-1.5451350000,-0.0001984000,-0.0383172000,-0.9938384000,0.0002226000,-0.1400569000,-1.2377370000,-0.0002801000,-0.2570242000,295
BC,14,1400,ACER,SPP,,-1.2914540000,0.0000521000,-0.0756369000,-0.1016642000,0.0000650000,-0.2732753000,-0.8087489000,0.0001133000,-0.4255576000,36
BC,14,1403,ACER,MAC,,-1.2914540000,0.0000521000,-0.0756369000,-0.1016642000,0.0000650000,-0.2732753000,-0.8087489000,0.0001133000,-0.4255576000,36
BC,14,1420,ACER,CIR,,-1.2914540000,0.0000521000,-0.0756369000,-0.1016642000,0.0000650000,-0.2732753000,-0.8087489000,0.0001133000,-0.4255576000,36
BC,14,1500,GENH,SPP,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,14,1800,ALNU,SPP,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,14,1802,ALNU,RUB,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,14,2100,QUER,SPP,,-1.2914540000,0.0000521000,-0.0756369000,-0.1016642000,0.0000650000,-0.2732753000,-0.8087489000,0.0001133000,-0.4255576000,36
BC,14,2803,PRUN,EMA,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,14,3500,SALI,SPP,,-1.3791300000,-0.0010944000,-0.0191760000,-2.4192920000,-0.0062002000,0.3379308000,-2.0491020000,-0.0003680000,-0.0563004000,7
BC,14,3930,MALU,COR,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,14,3930,MALU,FUS,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
BC,14,3930,MALU,SPP,,-1.5548990000,0.0000484000,-0.0443205000,-0.4419988000,-0.0003921000,-0.1228719000,-0.0335258000,0.0006035000,-0.5118409000,223
MB,3,101,PICE,MAR,,-1.6623780000,-0.0000430000,-0.0588645000,-1.0742330000,-0.0005327000,-0.1666127000,-0.2040763000,0.0000257000,-0.3796167000,1182
MB,3,105,PICE,GLA,,-1.4411800000,0.0005734000,-0.1192930000,-0.7623857000,0.0004647000,-0.2133785000,0.0196649000,-0.0001811000,-0.4063309000,182
MB,3,203,PINU,BAN,,-1.7987650000,0.0002740000,-0.1179376000,-1.3460620000,-0.0015661000,-0.0944975000,-0.7982963000,0.0005074000,-0.3647563000,1154
MB,3,602,LARI,LAR,,-1.9709970000,-0.0006047000,-0.0275650000,-1.4294060000,-0.0018351000,-0.0146442000,-1.0456450000,-0.0013869000,-0.2051812000,349
MB,3,1100,GENC,SPP,,-1.6623780000,-0.0000430000,-0.0588645000,-1.0742330000,-0.0005327000,-0.1666127000,-0.2040763000,0.0000257000,-0.3796167000,1182
MB,3,1200,POPU,SPP,,-1.2846850000,0.0002815000,-0.0753677000,-1.1514020000,0.0000976000,-0.1301211000,-0.2314458000,0.0008169000,-0.5401994000,625
MB,3,1201,POPU,TRE,,-1.2846850000,0.0002815000,-0.0753677000,-1.1514020000,0.0000976000,-0.1301211000,-0.2314458000,0.0008169000,-0.5401994000,625
