,s1_distance,s1_disturbance,s2_distance,s2_disturbance,s3_distance,s3_disturbance,age,YV_G_GFI,YV_G_GFT,YV_G_GR,YV_G_GF
Mean,15.973134763249703,4.3510509255400285,17.532149537510787,9.967710389880038,9.27604531114084,14.274542313981112,17.10001611245535,7.009009132602752,0.05997476853863461,49.13904924161047,7.068983901141386
Var,239.4113170285253,21.545811444281245,347.08778411690884,43.33514543688172,282.7080743595533,26.99785385052232,267.2088701967362,368.03666041145163,2.288219070658001,2909.8374612571065,373.7587465604063
