,s1_distance,s1_disturbance,s2_distance,s2_disturbance,s3_distance,s3_disturbance,source_age,source_YV_G_GFI,source_YV_G_GFT,source_YV_G_GR,source_YV_G_GF,target_distance,target_disturbance,target_age,target_YV_G_GFI,target_YV_G_GFT,target_YV_G_GR,target_YV_G_GF
Mean,15.987751360198024,4.425543308140714,16.986154624542035,10.142497042049166,8.506920522174296,14.375557187377572,17.080737391057834,7.040906972364248,0.05984155358205715,49.154577183224916,7.100748525946296,0.9450040981481882,15.236717176589172,17.132112616718477,6.989861142008547,0.0594029171990322,49.22093819811674,7.049264059207571
Var,237.3931568318908,21.706132117247446,351.4368696084941,43.145768488295445,276.59029146847917,26.25188777228152,265.6188121637292,374.4379775711105,2.219366825909165,2878.341258610233,380.09380008690744,0.051971352631317656,10.624872332596999,268.7592111579153,362.7027504132982,2.302348409263765,2942.332905931426,368.425203141475
