CONSTRAINT;OUTPUT;PERIOD;PERCENTAGE
OSUPREALREGAREG <=7090.000000   1;OVOLTOTREC;13;1.5158927571683454
OSUPREALREGAREG <=7090.000000   1;OVOLTOTREC;14;2.485050405404286
OSUPREALREGAREG <=7090.000000   1;OVOLTOTREC;15;3.0618438674027253
OSUPREALREGAREG <=7090.000000   1;OVOLTOTREC;16;1.411177118858879
OSUPREALREGAREG <=7090.000000   1;OVOLTOTREC;17;-0.27650653331715813
OSUPREALREGAREG <=7090.000000   1;OVOLTOTREC;18;-0.991138664873362
OSUPREALREGAREG <=7090.000000   1;OVOLTOTREC;19;0.2230870740991184
OSUPREALREGAREG <=7090.000000   1;OVOLTOTREC;20;0.2230870740990429
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;1;9.825971121884382e-14
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;2;-1.45272173358842
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;3;-1.452721733588225
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;4;-1.45272173358829
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;5;-1.4527217335880487
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;6;-1.4527217335881808
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;7;1.355762198562604
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;8;2.6526383562646036
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;9;1.2886788739545119
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;10;0.9030919957549556
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;11;0.43133530877907283
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;12;1.5158927571683924
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;13;1.5158927571684044
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;14;2.4850504054041096
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;15;3.061843867402659
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;16;1.4111771188586304
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;17;-0.27650653331712005
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;18;-0.9911386648734375
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;19;0.22308707409909953
OSUPREALREGAREG >=2281.500000   1;OVOLTOTREC;20;0.2230870740991372
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;1;8.188309268236984e-14
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;2;-1.4527217335881268
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;3;-1.452721733587997
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;4;-1.4527217335880618
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;5;-1.4527217335878533
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;6;-1.4527217335879201
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;7;1.355762198562542
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;8;2.652638356264679
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;9;1.288678873954402
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;10;0.9030919957549026
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;11;0.43133530877909765
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;12;1.515892757168369
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;13;1.5158927571683574
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;14;2.485050405404242
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;15;3.0618438674025494
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;16;1.4111771188586928
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;17;-0.2765065333170249
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;18;-0.9911386648732489
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;19;0.22308707409942002
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) >=908.000000   1;OVOLTOTREC;20;0.22308707409930684
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;1;1.1463632975531778e-13
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;2;-1.4527217335884852
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;3;-1.4527217335883391
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;4;-1.4527217335883063
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;5;-1.452721733588114
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;6;-1.4527217335881644
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;7;1.3557621985625266
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;8;2.6526383562641827
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;9;1.2886788739543469
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;10;0.9030919957549819
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;11;0.4313353087791226
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;12;1.515892757168475
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;13;1.5158927571684635
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;14;2.48505040540433
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;15;3.0618438674027253
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;16;1.411177118858734
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;17;-0.276506533317101
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;18;-0.9911386648732865
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;19;0.22308707409919382
OSUPREALREGAFIN_HARHTIF75UTR(UTR1) <=1003.000000   1;OVOLTOTREC;20;0.22308707409919373
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;1;1.473895668282657e-13
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;2;-1.4523035577418515
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;3;-1.4523035577416727
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;4;-1.4523035577417378
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;5;-1.4523035577415617
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;6;-1.4523035577416121
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;7;1.3480745076303617
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;8;2.5844994096095935
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;9;1.2850668267523422
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;10;0.930355972178549
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;11;0.4396604348257528
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;12;1.5251560640948587
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;13;1.5251560640947763
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;14;2.487607179777899
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;15;3.0384233925559134
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;16;1.3894486476882342
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;17;-0.3132632799624058
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;18;-0.9726636220288237
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;19;0.25237967314089216
OSUPREALREGAFIN_HARTIF25UTR(UTR1) >=219.000000   1;OVOLTOTREC;20;0.2523796731407978
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;1;1.1463632975531778e-13
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;2;-1.4523035577420143
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;3;-1.452303557741852
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;4;-1.4523035577418844
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;5;-1.4523035577417083
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;6;-1.4523035577417098
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;7;1.3480745076303926
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;8;2.5844994096099394
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;9;1.2850668267523009
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;10;0.930355972178549
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;11;0.4396604348258024
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;12;1.525156064094894
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;13;1.525156064094788
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;14;2.487607179777877
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;15;3.0384233925560014
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;16;1.3894486476881927
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;17;-0.3132632799624058
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;18;-0.9726636220289556
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;19;0.252379673140779
OSUPREALREGAFIN_HARTIF25UTR(UTR1) <=242.000000   1;OVOLTOTREC;20;0.2523796731406658
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;1;1.637661853647397e-13
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;2;-1.4528867935553644
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;3;-1.4528867935552996
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;4;-1.4528867935553809
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;5;-1.4528867935551886
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;6;-1.452886793555174
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;7;1.3477943530336924
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;8;2.582272962841474
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;9;1.2868614898112813
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;10;0.9304752942706138
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;11;0.43812905771355776
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;12;1.524870249985322
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;13;1.5248702499853222
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;14;2.48901239915379
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;15;3.040199562108283
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;16;1.39162755976675
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;17;-0.3244997428802852
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;18;-0.9717842436887136
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;19;0.25535988375340196
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) >=1936.000000   1;OVOLTOTREC;20;0.255359883753383
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;1;1.3101294829179176e-13
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;2;-1.452886793555348
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;3;-1.4528867935552021
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;4;-1.452886793555218
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;5;-1.452886793554993
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;6;-1.4528867935550274
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;7;1.347794353033677
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;8;2.5822729628414884
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;9;1.2868614898111987
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;10;0.9304752942705741
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;11;0.43812905771353294
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;12;1.5248702499852274
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;13;1.5248702499852158
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;14;2.4890123991538555
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;15;3.040199562108393
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;16;1.3916275597667913
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;17;-0.3244997428804756
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;18;-0.9717842436887513
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;19;0.2553598837533077
OSUPREALREGAFIN_HARHTIF75UTR(UTR2) <=2140.000000   1;OVOLTOTREC;20;0.2553598837532888
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;1;1.9651942243768764e-13
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;2;-1.4528867935554621
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;3;-1.452886793555316
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;4;-1.452886793555332
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;5;-1.4528867935550909
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;6;-1.4528867935550436
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;7;1.3477943530337544
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;8;2.5822729628415337
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;9;1.2868614898112951
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;10;0.9304752942706138
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;11;0.43812905771359506
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;12;1.5248702499853337
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;13;1.5248702499853222
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;14;2.4890123991537014
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;15;3.0401995621084152
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;16;1.3916275597667085
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;17;-0.3244997428805517
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;18;-0.9717842436886948
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;19;0.2553598837532511
OSUPREALREGAFIN_HARTIF25UTR(UTR2) >=443.000000   1;OVOLTOTREC;20;0.255359883753119
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;1;1.8014280390121364e-13
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;2;-1.4528867935553156
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;3;-1.4528867935551695
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;4;-1.4528867935551528
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;5;-1.4528867935550256
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;6;-1.4528867935551577
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;7;1.347794353033708
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;8;2.582272962841895
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;9;1.286861489811364
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;10;0.9304752942709311
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;11;0.43812905771343363
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;12;1.5248702499850975
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;13;1.524870249985074
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;14;2.4890123991539874
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;15;3.040199562108195
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;16;1.3916275597669157
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;17;-0.3244997428805327
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;18;-0.9717842436887513
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;19;0.25535988375340196
OSUPREALREGAFIN_HARTIF25UTR(UTR2) <=490.000000   1;OVOLTOTREC;20;0.2553598837532322
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;1;2.128960409741616e-13
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;2;-1.4528867935550713
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;3;-1.45288679355486
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;4;-1.4528867935549574
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;5;-1.452886793554814
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;6;-1.4528867935548317
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;7;1.3477943530337388
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;8;2.582272962841504
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;9;1.2868614898112813
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;10;0.9304752942706931
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;11;0.43812905771368194
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;12;1.5248702499850975
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;13;1.5248702499851097
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;14;2.4890123991537014
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;15;3.040199562108371
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;16;1.3916275597669157
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;17;-0.32449974288034233
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;18;-0.9717842436888268
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;19;0.2553598837533454
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) >=2542.000000   1;OVOLTOTREC;20;0.2553598837533453
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;1;1.473895668282657e-13
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;2;-1.5184963002743816
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;3;-1.518496300274252
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;4;-1.5184963002743004
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;5;-1.5184963002742549
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;6;-1.5184963002742726
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;7;1.303814912463135
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;8;2.467396669225958
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;9;1.129341138218302
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;10;0.8716558878111991
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;11;0.746375687583935
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;12;1.8681965989510545
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;13;1.8681965989510902
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;14;2.521095838011072
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;15;2.9385151873434667
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;16;1.2997985652551756
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;17;-0.5107551499635231
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;18;-1.1472095104817974
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;19;0.2545091057265623
OSUPREALREGAFIN_HARHTIF75UTR(UTR3) <=2810.000000   1;OVOLTOTREC;20;0.25450910572648683
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;1;1.3101294829179176e-13
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;2;-1.5184963002744956
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;3;-1.518496300274382
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;4;-1.5184963002742842
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;5;-1.5184963002741896
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;6;-1.518496300274224
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;7;1.303814912463228
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;8;2.4673966692256273
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;9;1.129341138218192
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;10;0.8716558878113181
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;11;0.7463756875838357
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;12;1.8681965989509837
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;13;1.8681965989509604
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;14;2.5210958380110937
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;15;2.9385151873434006
