CONSTRAINT;OUTPUT;PERIOD;PERCENTAGE
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;16;1.2997985652551134
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;17;-0.510755149963428
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;18;-1.1472095104818163
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;19;0.254509105726732
OSUPREALREGAFIN_HARTIF25UTR(UTR3) >=517.000000   1;OVOLTOTREC;20;0.2545091057266565
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;1;1.3101294829179176e-13
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;2;-1.5181218608156033
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;3;-1.5181218608154248
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;4;-1.5181218608154243
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;5;-1.51812186081533
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;6;-1.5181218608152014
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;7;1.304806055639339
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;8;2.484254911936075
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;9;1.150064091973547
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;10;0.8930644436998968
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;11;0.7436311298409934
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;12;1.857981042571558
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;13;1.8579810425715702
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;14;2.524988714584612
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;15;2.9258437917754945
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;16;1.2868986362837038
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;17;-0.5266148617443783
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;18;-1.1397474377805
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;19;0.255326584230994
OSUPREALREGAFIN_HARTIF25UTR(UTR3) <=571.000000   1;OVOLTOTREC;20;0.2553265842309185
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;1;1.1463632975531778e-13
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;2;-1.5289422667443595
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;3;-1.5289422667443113
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;4;-1.52894226674436
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;5;-1.5289422667442165
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;6;-1.5289422667442183
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;7;1.4117380932446753
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;8;2.6868783455157144
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;9;1.3608712847035511
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;10;1.0689561741127733
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;11;0.8536408848594123
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;12;1.9406303788515402
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;13;1.940630378851505
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;14;2.6120136854114193
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;15;3.1003660593423974
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;16;1.3876261531863818
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;17;-0.5288906388418754
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;18;-1.035050187609046
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;19;0.260856736971971
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) >=1863.000000   1;OVOLTOTREC;20;0.26085673697191436
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;1;1.473895668282657e-13
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;2;-1.558375820674102
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;3;-1.5583758206740537
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;4;-1.5583758206741187
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;5;-1.558375820674008
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;6;-1.558375820673977
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;7;1.4112712009594524
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;8;2.7142884554480116
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;9;1.3909124732008311
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;10;1.1684838167100693
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;11;0.9612666189506659
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;12;2.0214860998270243
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;13;2.021486099827119
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;14;2.6928785680979903
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;15;3.174680541704278
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;16;1.4522157544611776
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;17;-0.5193171381701052
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;18;-1.0536141643686516
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;19;0.28649761107165284
OSUPREALREGAFIN_HARHTIF75UTR(UTR4) <=2059.000000   1;OVOLTOTREC;20;0.28649761107155847
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;1;1.3101294829179176e-13
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;2;-1.53600451343924
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;3;-1.5360045134391427
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;4;-1.5360045134392075
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;5;-1.5360045134390643
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;6;-1.5360045134388542
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;7;1.414738051609915
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;8;2.654086549993342
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;9;1.3937218725956904
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;10;1.0949597660010613
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;11;1.0373581696857503
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;12;2.167603937430748
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;13;2.1676039374308074
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;14;2.939787222441102
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;15;3.380911246334222
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;16;1.5630392123445802
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;17;-0.41827655639446987
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;18;-1.033130392494872
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;19;0.3370103411222121
OSUPREALREGAFIN_HARTIF25UTR(UTR4) >=1244.000000   1;OVOLTOTREC;20;0.33701034112211775
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;1;1.3101294829179176e-13
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;2;-1.5449657043058496
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;3;-1.544965704305736
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;4;-1.544965704305801
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;5;-1.5449657043057063
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;6;-1.5449657043058058
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;7;1.4134700994858251
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;8;2.6015164434910942
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;9;1.3603202513975943
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;10;1.0682146949066913
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;11;1.5926946345821302
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;12;2.1998249570359825
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;13;2.1998249570359003
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;14;2.882236605469926
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;15;3.583225989267554
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;16;1.5608548333986352
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;17;-0.45369070984945475
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;18;-0.9207872833710998
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;19;0.22057927783953046
OSUPREALREGAFIN_HARTIF25UTR(UTR4) <=1375.000000   1;OVOLTOTREC;20;0.22057927783949266
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;1;1.9651942243768764e-13
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;2;-1.5903843437344065
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;3;-1.5903843437343257
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;4;-1.5903843437344067
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;5;-1.5903843437342473
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;6;-1.5903843437342489
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;7;1.4591810281717141
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;8;2.7451529617915407
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;9;1.4338421394854914
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;10;1.3438783957629339
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;11;1.5998074428316928
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;12;2.0883366548841917
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;13;2.08833665488418
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;14;3.576401600351801
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;15;3.6727563076927874
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;16;1.5424050028664795
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;17;-0.2355259960257211
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;18;-0.9874601814016223
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;19;0.17357146521978464
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) >=792.000000   1;OVOLTOTREC;20;0.17357146521972802
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;1;1.8014280390121364e-13
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;2;-1.5967352415464209
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;3;-1.5967352415462095
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;4;-1.5967352415463072
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;5;-1.5967352415462617
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;6;-1.596735241546231
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;7;1.4671318032137293
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;8;2.7404889931627183
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;9;1.4539685197163708
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;10;1.3779088497995036
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;11;1.592232453955257
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;12;2.120675264623668
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;13;2.1206752646236686
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;14;3.6865430016126624
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;15;3.80295141930591
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;16;1.6224827477196644
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;17;-0.35400972135680436
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;18;-1.0473347956412775
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;19;0.13736399564818783
OSUPREALREGAFIN_HARHTIF75UTR(UTR5) <=875.000000   1;OVOLTOTREC;20;0.13736399564811236
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;1;1.3101294829179176e-13
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;2;-1.5954853486614569
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;3;-1.595485348661376
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;4;-1.595485348661392
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;5;-1.595485348661265
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;6;-1.5954853486612994
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;7;1.4056581701175546
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;8;2.870594397699101
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;9;1.5539696248652433
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;10;1.4459551238889723
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;11;1.5962008233032
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;12;2.0172042203145892
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;13;2.0172042203145777
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;14;3.5905908530061916
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;15;3.709356308210223
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;16;1.5534061258569156
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;17;-0.13296949919055148
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;18;-0.854889916914286
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;19;0.2536187306635587
OSUPREALREGAFIN_HARTIF25UTR(UTR5) >=305.000000   1;OVOLTOTREC;20;0.2536187306634078
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;1;1.1463632975531778e-13
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;2;-1.6190084664618631
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;3;-1.6190084664617985
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;4;-1.619008466461896
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;5;-1.6190084664617528
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;6;-1.6190084664617057
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;7;1.4195059945835469
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;8;2.8579821631509983
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;9;1.5163901356885425
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;10;1.4255455650296023
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;11;1.6171013316052787
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;12;2.0155445991338268
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;13;2.0155445991338157
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;14;3.575280075345111
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;15;3.733639870027777
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;16;1.6278063141435237
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;17;-0.09681306211601655
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;18;-0.8487006287697555
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;19;0.4829337816492654
OSUPREALREGAFIN_HARTIF25UTR(UTR5) <=337.000000   1;OVOLTOTREC;20;0.4829337816493218
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;1;1.1463632975531778e-13
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;2;-1.6190084664618631
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;3;-1.6190084664617823
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;4;-1.6190084664618636
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;5;-1.6190084664617692
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;6;-1.6190084664617381
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;7;1.419505994583516
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;8;2.8579821631511635
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;9;1.51639013568857
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;10;1.42554556502947
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;11;1.6171013316053282
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;12;2.0155445991339334
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;13;2.0155445991339693
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;14;3.575280075344847
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;15;3.733639870027689
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;16;1.6278063141436891
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;17;-0.0968130621159404
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;18;-0.8487006287699441
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;19;0.4829337816493597
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) >=816.000000   1;OVOLTOTREC;20;0.4829337816493218
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;1;1.1463632975531778e-13
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;2;4.34994511270026
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;3;4.349945112700391
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;4;4.349945112700456
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;5;4.3499451127006115
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;6;4.349945112700649
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;7;6.07657895580071
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;8;6.900647646989526
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;9;4.6457581871817135
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;10;4.419618619645263
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;11;2.0401919615733473
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;12;1.2946740866949147
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;13;1.294674086694915
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;14;3.6170852052030598
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;15;4.626453206440541
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;16;2.309364066160569
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;17;1.1185020639976724
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;18;0.1375022030763172
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;19;0.9996405576964228
OSUPREALREGAFIN_HARHTIF75UTR(UTR6) <=902.000000   1;OVOLTOTREC;20;0.9996405576964413
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;1;9.825971121884382e-14
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;2;4.349945112700146
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;3;4.3499451127002935
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;4;4.3499451127002935
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;5;4.349945112700367
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;6;4.34994511270047
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;7;6.07657895580071
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;8;6.900647646989677
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;9;4.645758187181604
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;10;4.419618619645184
OSUPREALREGAFIN_HARTIF25UTR(UTR6) >=401.000000   1;OVOLTOTREC;11;2.0401919615733592
